;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
983;In Jena ein Student;Grabein, Paul;1890;m;78349;6.38170238292767e-05;0.0001914510714878;0.0005360630001659;0.0009572553574391;7.658042859513204e-05;0.0005360630001659;7.658042859513204e-05;0.0010338357860342;0.0;0.0004722459763366;6.38170238292767e-05;1.276340476585534e-05;3.829021429756602e-05;0.0011742332384586;0.0244546835313788;0.0009827821669708;0.0002425046905512;0.0001531608571902;0.0003573753334439;0.0002042144762536;0.0002935583096146;6.38170238292767e-05;0.0019783277387075;0.0009317285479074;0.0022974128578539;0.0022846494530881;0.0;0.0164903189574851;0.0039949456917127;0.0005743532144634;0.0002552680953171;0.0102490140269818;0.000612643428761;0.0021314885958978;0.0305555910094576;0.0409450024888639;0.0002169778810195;0.0003063217143805;0.0004084289525073
984;Der König von Thule;Grabein, Paul;1907;m;50762;1.9699775422560183e-05;0.0001575982033804;0.0002363973050707;0.0007288916906347;0.000177297978803;0.0007682912414798;0.0;0.0018517788897206;0.0;0.0;0.0;0.0;0.0001378984279579;0.0018517788897206;0.0301209566210945;0.0010046885465505;0.0002954966313384;3.9399550845120365e-05;0.0001181986525353;0.0004136952838737;0.0001575982033804;0.0001181986525353;0.0010637878728182;0.0009258894448603;0.0009455892202828;0.003624758677751;1.9699775422560183e-05;0.0171585043930499;0.0016744809109176;0.0005318939364091;7.879910169024073e-05;0.0129230526771994;0.0005318939364091;0.0007682912414798;0.0275402860407391;0.0472794610141444;0.000177297978803;0.0002560970804932;0.0007879910169024
985;Die vom Rauhen Grund;Grabein, Paul;1914;m;88914;3.374046831770025e-05;0.0002249364554513;0.0007872775940796;0.0009897204039858;0.0001349618732708;0.0007310434802168;5.623411386283375e-05;0.0025530287693726;1.124682277256675e-05;0.0002699237465416;1.124682277256675e-05;5.623411386283375e-05;0.0002699237465416;0.0015970488337044;0.0190633645995006;0.0012483973277549;0.0003036642148593;6.74809366354005e-05;0.0001462086960433;0.0004048856198124;0.0008322648851699;0.0001237150504982;0.0017657511752929;0.0015070742515239;0.0018894662257912;0.0021256495040151;0.0002699237465416;0.0137436174280765;0.0039813752614886;0.000517353847538;0.0008322648851699;0.0154306408439615;0.0005510943158557;0.0032840722495894;0.0408822007782801;0.0328069820275772;0.0003261578604044;0.0003711451514947;0.0004836133792203
986;Ursula Drenck;Grabein, Paul;1919;m;60521;6.609276119033063e-05;3.3046380595165316e-05;0.0001982782835709;0.0006278812313081;0.0002478478544637;0.0009583450372597;0.0;0.0012888088432114;0.0;0.0003304638059516;0.0;0.0;0.0001321855223806;0.0014870871267824;0.0335916458749855;0.0006278812313081;0.0001487087126782;6.609276119033063e-05;0.0003635101865468;0.0003965565671419;0.000115662332083;0.000115662332083;0.0025445713058277;0.0004296029477371;0.0020819219774954;0.0023297698319591;0.0;0.0182581252788288;0.0037342410072536;0.0003304638059516;6.609276119033063e-05;0.0130698435253878;0.0005948348507129;0.0011235769402356;0.0311792600915384;0.0518497711538143;1.6523190297582658e-05;0.0002643710447613;0.000710497182796
987;Du mein Jena!;Grabein, Paul;1900;m;56652;5.2954882440160984e-05;8.825813740026831e-05;0.0002647744122008;0.0012179622961237;0.0002824260396808;0.0007943232366024;0.0;0.0009178846289627;0.0;0.0;0.0;0.0;0.0001059097648803;0.001676904610605;0.0225587799195085;0.0007590199816423;0.0002647744122008;0.0001765162748005;0.0002824260396808;0.0003177292946409;0.0001412130198404;3.5303254960107325e-05;0.001994633905246;0.0011826590411635;0.0021888018075266;0.0025241827296476;7.060650992021465e-05;0.0170161688907717;0.0034597189860905;0.0008472781190425;0.0002647744122008;0.0089670267598672;0.001006142766363;0.0014297818258843;0.0287898044199675;0.0395749488102803;0.0003000776671609;0.0001941679022805;0.0004412906870013
988;In der Philister Land;Grabein, Paul;1903;m;55053;7.26572575518137e-05;0.0002179717726554;0.0002543004014313;0.0005267651172506;0.0005086008028626;0.0005267651172506;7.26572575518137e-05;0.0007084082611301;1.8164314387953422e-05;7.26572575518137e-05;1.8164314387953422e-05;1.8164314387953422e-05;9.082157193976712e-05;0.0015621310373639;0.0311154705465642;0.0005267651172506;7.26572575518137e-05;9.082157193976712e-05;5.449294316386028e-05;0.0003269576589831;0.0001271502007156;0.0001089858863277;0.0016166239805278;0.000762901204294;0.0019980745826748;0.0029789475596243;0.0;0.0195084736526619;0.0022523749841062;0.000381450602147;0.0001634788294915;0.0095907579968394;0.0003087933445952;0.0015621310373639;0.0246126459956768;0.0506239441992262;0.0001453145151036;0.0001271502007156;0.0004177792309229
989;Im Wechsel der Zeit;Grabein, Paul;1900;m;63438;6.305369021721996e-05;3.152684510860998e-05;0.000362558718749;0.0005517197894006;0.0001103439578801;0.000725117437498;0.0;0.001087676156247;0.0;4.7290267662914974e-05;7.881711277152495e-05;0.0;0.0;0.00124531038179;0.0274283552444906;0.0005832466345092;0.0001103439578801;9.458053532582996e-05;0.0001261073804344;0.0002206879157602;0.0001261073804344;0.0001261073804344;0.0018600838614079;0.0005517197894006;0.0017812667486364;0.0035782969198272;1.576342255430499e-05;0.0168038084428891;0.0025379110312431;0.0007093540149437;4.7290267662914974e-05;0.0093634729972571;0.0004256124089662;0.0013241274945616;0.0243071975787382;0.0442321636873798;0.0001103439578801;0.0003467952961947;0.000362558718749
990;Unsere liebe Frau. Erster Band;Grad, Max;1904;m;64270;0.0001089155126808;0.0001867123074529;0.0011047144857631;0.0012914267932161;0.0002333903843161;0.0013847829469425;9.335615372646648e-05;0.0015559358954411;0.0;0.0009646802551734;4.667807686323323e-05;4.667807686323323e-05;0.0001711529484985;0.0023183444842072;0.0231523261241636;0.0004356620507235;0.0005912556402676;0.0001555935895441;0.0004512214096779;0.0005601369223587;0.0004356620507235;0.0004978994865411;0.0013381048700793;0.0028629220476116;0.0018826824334837;0.0019604792282557;7.779679477205539e-05;0.0197448265131476;0.0025050567916601;0.0007001711529484;0.0002333903843161;0.0126653181888906;0.0004667807686323;0.0019915979461646;0.037358020849541;0.0428971526373113;0.0005912556402676;0.0003734246149058;0.0007468492298117
991;Unsere liebe Frau. Zweiter Band;Grad, Max;1906;m;86673;8.076332883366215e-05;0.0001499890392625;0.0008307085251462;0.001326826116553;0.0004268918809779;0.0009460847091943;5.76880920240444e-05;0.0015345032478395;1.153761840480888e-05;0.0001846018944769;3.461285521442664e-05;4.615047361923552e-05;0.0001846018944769;0.0025959641410819;0.0254404485826035;0.0006230313938596;0.0004384294993827;0.0001499890392625;0.0003345909337394;0.0003807414073586;0.0002653652233106;0.0004499671177875;0.0011999123141001;0.0022036851153184;0.0015114280110299;0.0025382760490579;0.000115376184048;0.0180102223299066;0.0028267165091781;0.0007037947226933;0.0001038385656432;0.0121144993250493;0.0004615047361923;0.0014306646821963;0.0337244585972563;0.0434506709125102;0.0003922790257635;0.0006345690122644;0.0006461066306692
992;Heilige und Menschen;Grazie, Marie Eugenie Delle;1909;f;115840;0.0001294889502762;0.0001812845303867;0.0013121546961325;0.0006474447513812;0.0003021408839779;0.0010963397790055;1.7265193370165747e-05;0.0013984806629834;0.0001381215469613;0.0006906077348066;0.0001553867403314;3.4530386740331494e-05;8.632596685082874e-06;0.0015452348066298;0.0202866022099447;0.0004747928176795;0.0002589779005524;4.316298342541436e-05;0.0004057320441988;0.0003884668508287;0.0001294889502762;0.000215814917127;0.0020631906077348;0.0014243784530386;0.0011740331491712;0.0046184392265193;6.0428176795580113e-05;0.0148566988950276;0.0031767955801104;0.0003021408839779;0.000112223756906;0.0143387430939226;0.0003366712707182;0.0023912292817679;0.0349533839779005;0.0351433011049723;0.0003107734806629;0.0003712016574585;0.0005870165745856
993;Töte sie!;Groller, Balduin;1892;m;45184;0.0001991855524079;0.0002877124645892;0.0004205028328611;0.0004868980169971;0.0002877124645892;0.0004426345609065;0.0;0.0010844546742209;0.0;0.0003983711048158;0.0;4.426345609065156e-05;0.0;0.0008410056657223;0.0305639164305949;0.0002655807365439;4.426345609065156e-05;6.639518413597734e-05;0.0003098441926345;8.852691218130312e-05;8.852691218130312e-05;0.0002655807365439;0.0013279036827195;0.0006418201133144;0.0011729815864022;0.0034082861189801;0.0;0.0160676345609065;0.0018148016997167;0.0001770538243626;0.0;0.0085428470254957;0.0003983711048158;0.0018590651558073;0.0215563031161473;0.0466315509915014;0.0001549220963172;0.0001770538243626;0.0001991855524079
994;Der Genius;Grosse, Karl;1791;m;168733;0.0002015017809201;7.704479858711693e-05;0.0011260393639655;0.0005807992508874;0.0001066774134283;0.0006400644805698;0.0002785465795072;0.0009067580141406;1.1853045936479526e-05;0.0008830519222677;3.555913780943858e-05;1.1853045936479526e-05;5.926522968239763e-06;0.0009541701978866;0.0363236592723415;0.0008949049682042;0.000272620056539;0.000248913964666;0.0002015017809201;0.000124456982333;0.000248913964666;0.0001777956890471;0.0012030841625526;0.0005037544523003;0.0013038350530127;0.0022580052508993;9.48243674918362e-05;0.015871228508946;0.0025424783533748;9.48243674918362e-05;0.0002666935335707;0.0109225818304658;0.0003318852862214;0.0018194425512496;0.0270723569189192;0.0521948877812876;9.48243674918362e-05;0.0002252078727931;0.0002370609187295
995;Ravensbeck;Grosse, Julius;1909;m;41859;0.0001194486251463;9.555890011705966e-05;0.0003344561504097;0.000549463675673;0.0001433383501755;0.0003105664253804;7.166917508779473e-05;0.0003583458754389;0.0;0.0005972431257316;2.3889725029264915e-05;0.0;0.0;0.0007883609259657;0.0224802312525382;0.0006928020258486;0.0004061253254975;4.777945005852983e-05;0.0001433383501755;0.0001672280752048;0.0001194486251463;0.0;0.0013617143266681;0.0004061253254975;0.0011944862514632;0.0045868272056188;0.0;0.0130437898659786;0.0025084211280728;0.0001911178002341;0.0005972431257316;0.0053512984065553;0.000453904775556;0.0022456341527509;0.0192790080986167;0.0355240211185169;0.0001194486251463;0.0002866767003511;0.0003105664253804
996;Die Partei;Großmann, Stefan;1919;m;75625;0.0;0.0004495867768595;0.0003702479338842;0.001890909090909;0.0005553719008264;0.0009123966942148;3.9669421487603306e-05;0.0012561983471074;1.3223140495867768e-05;0.0001322314049586;1.3223140495867768e-05;3.9669421487603306e-05;7.933884297520661e-05;0.0022214876033057;0.0135537190082644;0.0004628099173553;0.0005024793388429;0.0003438016528925;0.0006611570247933;0.0001454545454545;0.0001851239669421;0.0005289256198347;0.0031603305785123;0.0020495867768595;0.0037553719008264;0.004099173553719;2.6446280991735536e-05;0.013593388429752;0.005395041322314;0.0008066115702479;0.0001057851239669;0.013196694214876;0.0007140495867768;0.0013487603305785;0.0413619834710743;0.0271471074380165;0.0005553719008264;0.0006214876033057;0.0007404958677685
997;Seraphine;Gutzkow, Karl;1837;m;50210;7.966540529774945e-05;0.0001194981079466;0.0014738099980083;0.0010555666201951;0.0001194981079466;0.0004779924317864;0.0003186616211909;0.0013343955387373;1.9916351324437363e-05;0.0009360685122485;5.974905397331209e-05;0.0;7.966540529774945e-05;0.0012746464847639;0.0241784505078669;0.0005377414857598;0.0001792471619199;9.95817566221868e-05;0.0003186616211909;0.0002190798645688;0.0004779924317864;0.0002987452698665;0.0014339772953594;0.0012945628360884;0.0014339772953594;0.0036845249950209;7.966540529774945e-05;0.0155148376817367;0.0040828520215096;0.0004182433778131;0.0004381597291376;0.0077076279625572;0.0004779924317864;0.0020115514837681;0.0288587930691097;0.0396932881896036;0.0003983270264887;0.0003784106751643;0.0003385779725154
998;Abraham Abt;Hadwiger, Victor;1912;m;46945;0.0001065076152944;8.520609223559485e-05;0.0031952284588348;0.0011076791990627;0.0005325380764724;0.0014485035680051;0.0001065076152944;0.0020449462136542;2.1301523058898713e-05;0.0023431675364788;0.0;4.2603046117797425e-05;0.0001065076152944;0.00251357972095;0.0218127596123122;0.0018958355522419;0.0005751411225902;8.520609223559485e-05;0.0004899350303546;0.0004899350303546;0.0011502822451805;0.0005751411225902;0.0007455533070614;0.003152625412717;0.0013845989988284;0.0032591330280115;0.0002343167536478;0.0145915432953456;0.0040472893811907;0.0002982213228245;0.0010224731068271;0.0218127596123122;0.0010863776760038;0.0023857705825966;0.055085738630312;0.0364043029076579;0.0009798700607093;0.0002982213228245;0.0009372670145915
999;Il Pantegan;Hadwiger, Victor;1919;m;20645;4.843787842092516e-05;0.0002421893921046;0.0030031484620973;0.0021312666505207;0.0002906272705255;0.0011625090821022;0.0002906272705255;0.0030031484620973;0.0;0.0012109469605231;4.843787842092516e-05;4.843787842092516e-05;4.843787842092516e-05;0.0030515863405182;0.0217001695325744;0.0014531363526277;0.0013562605957859;0.0;0.0016468878663114;0.0001937515136837;0.0009687575684185;0.0003390651489464;0.0009687575684185;0.003196899975781;0.0029062727052555;0.0020828287720997;0.0001453136352627;0.0170985710825865;0.0040203439089367;0.0005812545410511;0.0001453136352627;0.0197142165173165;0.0011625090821022;0.0023734560426253;0.0557519980624848;0.038798740615161;0.001259384838944;0.0002906272705255;0.0015500121094696
1000;Jo;Halbe, Max;1917;m;89883;0.0001112557435777;6.675344614665733e-05;0.0013684456460064;0.0006230321640354;0.0002892649333021;0.0010124272665576;3.3376723073328663e-05;0.0018245941946753;1.112557435777622e-05;0.0008232925024754;0.0001223813179355;3.3376723073328663e-05;0.000144632466651;0.0024142496356374;0.0157315621418955;0.0013461944972909;0.0004338973999532;0.0001112557435777;0.0004227718255954;0.0005229019948154;0.0003893951025221;0.0006119065896776;0.0008344180768332;0.0031819142663239;0.0012015620306398;0.0039050765995794;0.0001112557435777;0.0112702068244273;0.0028036447381596;0.0007120367588976;0.0002558882102288;0.0159429480546933;0.0005229019948154;0.0014685758152264;0.0397516771803344;0.0270017689663228;0.0006675344614665;0.0002558882102288;0.0009122970973376
1001;Die Tat des Dietrich Stobäus;Halbe, Max;1911;m;100186;0.0001097957798494;0.0002894616014213;0.0006587746790968;0.0010480506258359;0.0002794801668895;0.0010680134948994;7.985147625416725e-05;0.0019363982991635;3.9925738127083626e-05;0.0003693130776755;5.988860719062544e-05;5.988860719062544e-05;0.0001597029525083;0.0020861198171401;0.0195536302477392;0.0008084961970734;0.0002096101251671;8.983291078593815e-05;0.0007785518934781;0.0005889046373744;0.0001696843870401;0.0003393687740802;0.0009482362805182;0.0019663426027588;0.0015870480905515;0.0029145788832771;5.988860719062544e-05;0.0119278142654662;0.0029545046214041;0.0006388118100333;0.0002295729942307;0.0163695526321042;0.0008983291078593;0.0011778092747489;0.0380592098696424;0.0314814445132054;0.0004292016848661;0.0003493502086119;0.0008384405006687
1002;Drei Teilhaber;Harte, Bret;1901;m;67013;5.968991091280796e-05;0.000447674331846;0.0004029068986614;0.0008505812305075;0.0004029068986614;0.0008655037082357;4.476743318460597e-05;0.0009699610523331;0.0;0.0;7.461238864100995e-05;0.0;2.984495545640398e-05;0.0014176353841791;0.024607165773805;0.0011042633518869;0.000447674331846;7.461238864100995e-05;0.0004178293763896;0.0003282945100204;5.968991091280796e-05;0.0002835270768358;0.0022682166146867;0.0009848835300613;0.0019697670601226;0.004506588273917;0.0001790697327384;0.0164296479787503;0.0040738364197991;0.0004924417650306;0.0002835270768358;0.01078895139749;0.0004625968095742;0.0015370152060048;0.0313222807514959;0.0410368137525554;0.000447674331846;0.0004029068986614;0.0004327518541178
1003;Das Geheimnis der Sierra;Harte, Bret;1905;m;40090;2.494387627837366e-05;0.0007732601646295;0.00107258667997;0.0007982040409079;4.988775255674732e-05;0.0008480917934647;7.483162883512098e-05;0.0010975305562484;0.0;4.988775255674732e-05;0.0;4.988775255674732e-05;2.494387627837366e-05;0.0013719131953105;0.0197306061361935;0.0019206784734347;0.0001995510102269;0.0001496632576702;0.0001496632576702;0.0002244948865053;0.0001995510102269;7.483162883512098e-05;0.0008979795460214;0.0010476428036916;0.0007982040409079;0.0037665253180344;0.0001247193813918;0.01549014716887;0.0042155150910451;0.0003991020204539;0.000873035669743;0.0093040658518333;0.0007483162883512;0.0039910202045397;0.0315540034921426;0.0352207533050636;0.0001995510102269;0.0003492142678972;0.0003492142678972
1004;Die goldene Schlange;Heiberg, Hermann;1883;m;58434;3.4226648868809256e-05;0.0001026799466064;0.0010267994660642;0.0006160796796385;0.0001369065954752;0.0009241195194578;5.133997330321388e-05;0.0008214395728514;5.133997330321388e-05;0.0009412328438922;5.133997330321388e-05;0.0;0.0001882465687784;0.0010952527638018;0.036417154396413;0.0006331930040729;0.0002053598932128;1.7113324434404628e-05;0.0002738131909504;0.0001882465687784;0.0004278331108601;0.0001197932710408;0.0016257658212684;0.0007358729506793;0.0013348393058835;0.0051168840058869;3.4226648868809256e-05;0.0210836157031865;0.0030975117226272;0.0001369065954752;0.0002224732176472;0.0095150083855289;8.556662217202314e-05;0.001523085874662;0.0262176130335078;0.0575007700995995;6.845329773761851e-05;0.0003764931375569;0.0002395865420816
1005;Trotzige Herzen;Heimburg, Wilhelmine;1898;f;94697;5.279998310400541e-05;0.000158399949312;0.0008870397161472;0.0014783995269121;9.503996958720974e-05;0.0008131197398016;0.0001372799560704;0.0010243196722177;8.447997296640866e-05;0.000897599712768;2.1119993241602164e-05;3.1679989862403246e-05;4.223998648320433e-05;0.0019219193849857;0.0248476720487449;0.00079199974656;0.0005174398344192;0.000211199932416;0.0006547197904896;0.0002323199256576;0.0002745599121408;0.0002428799222784;0.0033897589152771;0.0015523195032577;0.0029673590504451;0.0042239986483204;0.0001689599459328;0.0137913555867662;0.0053011183036421;0.0003590398851072;0.0003907198749696;0.0114998363200523;0.0008236797364224;0.0026822391416834;0.039705587294212;0.0386390276355111;0.0004646398513152;0.0004646398513152;0.0004012798715904
1006;Doktor Herzfeld. Erster Teil. Die Nacht;Hermann, Georg;1912;m;70899;8.462742774933355e-05;0.0002256731406648;0.0017489668401528;0.0014527708430302;0.0004654508526213;0.0010860519894497;9.873199904088916e-05;0.0015515028420711;1.4104571291555592e-05;0.0004795554239128;2.8209142583111185e-05;4.231371387466678e-05;0.0001128365703324;0.0019323262669431;0.0160227929872071;0.0004231371387466;0.0003667188535804;0.000126941141624;0.0004090325674551;0.0002820914258311;0.0006629148507031;0.0003949279961635;0.0009873199904088;0.0037659205348453;0.0020874765511502;0.00253882283248;0.0001128365703324;0.0118760490274898;0.003554351965472;0.0005359737090791;0.0002397777119564;0.0094218536227591;0.0007757514210355;0.0016361302698204;0.0351062779446818;0.0278988420146969;0.0011001565607413;0.0003526142822888;0.0006206011368284
